Year,State,Maxtemp_May,Maxtemp_Jun,Maxtemp_Jul,Maxtemp_Aug,Maxtemp_Sep,Maxtemp_Oct
1935,KANSAS,67.80,81.80,97.30,93.10,81.60,66.40
1936,KANSAS,78.40,91.40,100.50,99.80,83.10,66.10
1937,KANSAS,78.80,85.90,95.00,96.20,83.90,69.40
1938,KANSAS,74.00,85.30,94.00,95.70,85.80,79.50
1939,KANSAS,81.90,87.80,97.70,91.20,90.30,75.40
1940,KANSAS,77.10,87.40,95.40,87.60,82.00,77.30
1941,KANSAS,79.00,82.80,91.60,90.50,82.40,66.60
1942,KANSAS,75.60,83.30,93.20,87.60,78.50,69.00
1943,KANSAS,72.10,87.00,93.70,96.20,81.40,69.30
1944,KANSAS,77.50,86.80,89.60,89.40,81.70,71.30
1945,KANSAS,74.40,79.00,89.40,91.00,82.30,70.10
1946,KANSAS,73.20,89.20,95.50,89.60,80.60,68.60
1947,KANSAS,72.40,83.40,90.50,96.00,88.50,78.60
1948,KANSAS,77.80,86.00,89.40,88.80,86.00,72.50
1949,KANSAS,76.00,85.40,90.90,88.20,78.00,70.30
1950,KANSAS,76.80,87.70,83.70,82.40,77.60,76.40
1951,KANSAS,75.60,79.30,87.30,89.40,76.80,67.00
1952,KANSAS,76.70,95.00,94.30,91.80,86.50,71.50
1953,KANSAS,75.50,95.00,91.00,89.80,88.10,74.00
1954,KANSAS,70.60,90.20,99.80,94.20,89.30,69.30
1955,KANSAS,78.60,81.50,95.80,93.30,84.50,72.70
1956,KANSAS,81.90,92.00,93.10,94.60,89.20,76.90
1957,KANSAS,71.80,83.30,93.80,92.10,78.30,64.10
1958,KANSAS,78.00,85.70,86.80,89.40,81.90,72.00
1959,KANSAS,76.90,88.30,88.00,92.60,80.60,64.40
1960,KANSAS,75.90,84.40,88.80,90.50,84.00,71.20
1961,KANSAS,72.80,84.50,90.30,87.00,76.30,70.70
1962,KANSAS,85.10,83.00,89.00,91.80,77.00,72.10
1963,KANSAS,78.80,89.40,94.20,91.90,83.30,80.30
1964,KANSAS,80.90,86.00,96.20,88.40,80.40,71.40
1965,KANSAS,79.50,83.30,90.80,88.80,76.50,72.50
1966,KANSAS,79.60,86.80,95.00,85.20,79.00,71.30
1967,KANSAS,73.80,82.80,86.20,86.70,77.80,70.50
1968,KANSAS,71.60,87.60,90.40,87.90,81.50,72.20
1969,KANSAS,75.90,82.40,92.60,88.70,80.90,61.80
1970,KANSAS,81.50,85.10,93.00,94.60,80.40,63.60
1971,KANSAS,74.60,89.50,89.10,88.70,81.50,72.10
1972,KANSAS,75.00,87.70,87.80,87.50,80.20,65.30
1973,KANSAS,74.50,88.40,90.60,91.40,74.50,72.40
1974,KANSAS,79.80,85.30,97.00,85.10,75.20,70.30
1975,KANSAS,76.90,83.90,91.40,92.40,78.00,74.90
1976,KANSAS,72.30,86.60,91.20,92.10,81.60,63.80
1977,KANSAS,78.80,88.80,93.80,86.80,82.30,70.70
1978,KANSAS,73.00,86.80,95.50,91.50,86.40,72.60
1979,KANSAS,74.00,85.80,89.40,88.20,85.50,75.00
1980,KANSAS,75.20,90.20,100.80,94.10,84.90,71.40
1981,KANSAS,71.70,88.50,90.50,86.90,82.90,66.00
1982,KANSAS,75.00,79.40,91.30,90.00,81.10,70.30
1983,KANSAS,72.10,82.20,95.20,98.20,85.60,68.60
1984,KANSAS,74.30,87.20,92.60,94.10,81.00,65.30
1985,KANSAS,78.30,84.30,92.70,86.60,78.00,66.60
1986,KANSAS,76.80,87.90,93.30,85.90,81.60,66.40
1987,KANSAS,78.50,87.40,90.30,88.10,81.00,68.00
1988,KANSAS,79.10,91.30,90.80,92.70,82.00,66.90
1989,KANSAS,76.60,80.80,89.30,86.10,77.00,72.50
1990,KANSAS,71.70,89.70,90.20,89.70,85.80,70.80
1991,KANSAS,78.60,88.00,93.80,90.30,81.60,72.10
1992,KANSAS,75.20,79.40,87.40,82.10,81.30,70.30
1993,KANSAS,73.20,83.30,88.60,88.50,76.60,66.30
1994,KANSAS,77.60,90.00,88.70,90.20,81.50,70.10
1995,KANSAS,67.20,82.20,91.30,92.60,78.50,71.40
1996,KANSAS,76.70,87.00,88.60,85.00,76.50,69.10
1997,KANSAS,74.40,84.40,90.70,86.40,82.20,69.10
1998,KANSAS,81.30,87.60,90.60,90.30,88.00,70.70
1999,KANSAS,75.50,81.90,92.40,90.10,77.70,72.00
2000,KANSAS,79.50,84.50,91.40,97.20,87.10,71.00
2001,KANSAS,77.50,85.30,95.90,92.70,80.90,70.50
2002,KANSAS,75.20,89.70,93.80,90.70,84.00,60.60
2003,KANSAS,75.50,82.20,96.00,93.70,78.30,72.60
2004,KANSAS,80.30,83.20,86.60,84.90,84.60,69.30
2005,KANSAS,77.50,87.00,92.00,89.10,85.20,70.70
2006,KANSAS,79.00,89.60,94.60,90.70,77.70,67.70
2007,KANSAS,77.10,83.60,89.70,93.40,83.70,72.80
2008,KANSAS,76.20,86.60,91.20,86.30,78.20,67.90
2009,KANSAS,75.00,86.40,88.00,86.70,76.60,58.90
2010,KANSAS,73.90,89.10,90.90,93.00,84.50,74.30
2011,KANSAS,75.80,90.60,98.70,94.30,80.50,72.00
2012,KANSAS,83.40,92.00,99.10,91.30,82.80,67.60
2013,KANSAS,76.40,88.70,89.70,87.70,85.30,68.40
2014,KANSAS,78.90,85.00,87.90,91.40,80.90,72.70
2015,KANSAS,72.30,87.80,90.80,87.70,87.00,72.10
2016,KANSAS,73.50,90.60,91.40,87.70,83.30,76.00
2017,KANSAS,75.00,88.20,92.70,85.00,83.80,71.10
2018,KANSAS,84.60,91.00,91.10,87.40,81.00,65.00
2019,KANSAS,71.30,85.00,91.20,88.30,87.30,64.20
2020,KANSAS,73.50,91.20,90.70,89.20,,
1895,MINNESOTA,68.40,74.70,78.90,78.30,71.30,52.40
1896,MINNESOTA,70.30,77.60,80.10,78.80,64.90,51.40
1897,MINNESOTA,67.60,72.60,81.50,74.90,76.20,57.50
1898,MINNESOTA,65.40,75.30,80.60,76.90,71.00,48.80
1899,MINNESOTA,64.20,75.10,81.10,77.80,66.90,56.30
1900,MINNESOTA,72.50,78.70,79.10,82.90,67.40,63.00
1901,MINNESOTA,70.00,75.20,84.00,80.40,66.40,58.60
1902,MINNESOTA,67.50,71.70,80.40,74.90,64.70,55.70
1903,MINNESOTA,66.80,74.80,77.40,72.60,64.50,57.40
1904,MINNESOTA,66.20,72.30,76.00,74.80,65.00,53.60
1905,MINNESOTA,62.50,71.90,77.00,78.60,70.80,50.90
1906,MINNESOTA,63.20,73.20,78.80,77.60,73.00,53.70
1907,MINNESOTA,55.40,73.90,78.90,76.10,65.00,55.40
1908,MINNESOTA,64.00,71.70,80.10,75.90,74.80,54.60
1909,MINNESOTA,63.60,75.50,79.10,80.50,69.10,52.50
1910,MINNESOTA,63.30,80.90,83.30,77.20,68.70,61.20
1911,MINNESOTA,72.10,81.30,80.40,74.70,66.20,50.60
1912,MINNESOTA,66.40,74.20,78.90,72.80,66.60,58.00
1913,MINNESOTA,63.00,79.10,78.00,79.70,68.50,51.60
1914,MINNESOTA,68.80,74.80,83.70,76.40,69.80,62.00
1915,MINNESOTA,61.40,69.50,74.60,75.90,67.60,57.80
1916,MINNESOTA,63.10,69.50,85.80,78.20,66.00,51.50
1917,MINNESOTA,65.00,71.90,81.60,76.00,66.90,43.00
1918,MINNESOTA,67.60,74.70,79.00,79.10,63.70,56.30
1919,MINNESOTA,67.30,76.60,82.20,77.60,69.80,48.10
1920,MINNESOTA,67.40,75.20,78.80,79.30,72.40,62.40
1921,MINNESOTA,68.30,80.80,85.40,78.90,69.70,57.70
1922,MINNESOTA,70.90,77.60,78.30,81.90,73.10,59.50
1923,MINNESOTA,68.30,79.80,83.70,76.00,70.80,55.20
1924,MINNESOTA,58.80,72.30,78.30,76.00,64.50,63.10
1925,MINNESOTA,66.30,73.70,79.20,81.30,70.70,41.80
1926,MINNESOTA,72.40,72.00,81.40,77.10,62.90,51.80
1927,MINNESOTA,59.80,72.90,77.30,75.80,69.50,58.60
1928,MINNESOTA,71.20,71.00,79.30,77.40,64.60,55.20
1929,MINNESOTA,62.80,75.30,82.60,80.20,65.30,56.20
1930,MINNESOTA,65.50,76.20,83.80,83.90,69.80,51.90
1931,MINNESOTA,65.40,80.50,84.20,78.40,75.60,60.20
1932,MINNESOTA,68.30,79.60,82.60,80.50,69.60,50.90
1933,MINNESOTA,66.60,85.70,85.00,79.50,73.70,52.40
1934,MINNESOTA,77.70,79.10,83.40,78.10,64.60,59.40
1935,MINNESOTA,61.90,70.80,85.50,78.60,68.70,55.00
1936,MINNESOTA,72.00,75.80,90.60,81.70,72.40,52.00
1937,MINNESOTA,67.70,74.70,83.10,84.00,69.80,51.40
1938,MINNESOTA,62.20,75.50,80.60,82.80,71.10,62.80
1939,MINNESOTA,73.30,75.50,83.20,79.70,72.00,52.90
1940,MINNESOTA,65.60,75.10,83.10,75.00,73.40,60.30
1941,MINNESOTA,71.20,75.30,82.60,78.70,68.50,56.30
